Jordi Amat Maas,24,Spain,Defence - Centre Back,right,2.25m,2,not informed,http://www.transfermarkt.co.uk//jordi-amat/profil/spieler/85289
Leandro Jones Johan Bacuna,24,Curacao,Defence - Right-Back,right,2.25m,7,not informed,http://www.transfermarkt.co.uk//leandro-bacuna/profil/spieler/126014
Andrew King,27,Wales,Midfield - Central Midfield,right,2.25m,10,not informed,http://www.transfermarkt.co.uk//andy-king/profil/spieler/56872
Alex David Pritchard,23,England,Midfield - Attacking Midfield,right,2.25m,20,not informed,http://www.transfermarkt.co.uk//alex-pritchard/profil/spieler/200777
Craig George Cathcart,27,Northern Ireland,Defence - Centre Back,right,2.25m,15,not informed,http://www.transfermarkt.co.uk//craig-cathcart/profil/spieler/59606
Steve Anthony Cook,25,England,Defence - Centre Back,both,2.25m,3,not informed,http://www.transfermarkt.co.uk//steve-cook/profil/spieler/90836
Brendan Joel Zibusiso Galloway,20,England,Defence - Left-Back,left,2.25m,32,ROYAL,http://www.transfermarkt.co.uk//brendan-galloway/profil/spieler/208244
Matthew Robert Targett,20,England,Defence - Left-Back,left,2.25m,33,not informed,http://www.transfermarkt.co.uk//matt-targett/profil/spieler/250478
Serge David Gnabry,20,Germany,Midfield - Left Wing,right,2.25m,27,Relatives,http://www.transfermarkt.co.uk//serge-gnabry/profil/spieler/159471
Alex Simon McCarthy,26,England,Goalkeeper,right,2.25m,12,not informed,http://www.transfermarkt.co.uk//alex-mccarthy/profil/spieler/95976
Marc David Wilson,28,Ireland,Defence - Centre Back,both,2.25m,12,not informed,http://www.transfermarkt.co.uk//marc-wilson/profil/spieler/30456
Glenn David Whelan,32,Ireland,Midfield - Defensive Midfield,right,2.25m,6,not informed,http://www.transfermarkt.co.uk//glenn-whelan/profil/spieler/12124
John Thomas Gordon Ruddy,29,England,Goalkeeper,left,2.25m,1,World in Motion,http://www.transfermarkt.co.uk//john-ruddy/profil/spieler/29712
Geoffrey Scott Cameron,30,United States,Defence - Centre Back,right,2.25m,20,Beswicks Sports Ltd,http://www.transfermarkt.co.uk//geoff-cameron/profil/spieler/31642
Wilfredo Daniel Caballero,34,Argentina,Goalkeeper,right,2.25m,13,not informed,http://www.transfermarkt.co.uk//willy-caballero/profil/spieler/19948
Wayne Neville Anthony Routledge,31,England,Midfield - Left Wing,right,2.25m,15,Kick and Rush,http://www.transfermarkt.co.uk//wayne-routledge/profil/spieler/14066
Richard Lee Lambert,34,England,Striker - Centre Forward,right,2.25m,17,not informed,http://www.transfermarkt.co.uk//rickie-lambert/profil/spieler/49655
Dwight Devon Boyd Gayle,25,England,Striker - Centre Forward,right,2.25m,16,not informed,http://www.transfermarkt.co.uk//dwight-gayle/profil/spieler/196522
Bradley Edwin Guzan,31,United States,Goalkeeper,left,2.25m,1,WMG,http://www.transfermarkt.co.uk//brad-guzan/profil/spieler/39471
Cameron Zishan Rana-Jerome,29,England,Striker - Centre Forward,right,2.25m,10,Tony Finnigan,http://www.transfermarkt.co.uk//cameron-jerome/profil/spieler/35855
Daniel Peter Simpson,29,England,Defence - Right-Back,right,2.25m,17,not informed,http://www.transfermarkt.co.uk//danny-simpson/profil/spieler/37442
Wayne Robert Hennessey,29,Wales,Goalkeeper,right,2.25m,13,not informed,http://www.transfermarkt.co.uk//wayne-hennessey/profil/spieler/45494
James Joseph McClean,27,Ireland,Striker - Left Wing,left,2.25m,14,not informed,http://www.transfermarkt.co.uk//james-mcclean/profil/spieler/85935
Matthew Thomas Jarvis,29,England,Midfield - Left Wing,both,2.25m,16,not informed,http://www.transfermarkt.co.uk//matt-jarvis/profil/spieler/15921
Gabriel Imuetinyan Agbonlahor,29,England,Striker - Centre Forward,right,2.25m,11,Relatives,http://www.transfermarkt.co.uk//gabriel-agbonlahor/profil/spieler/37148
John George Terry,35,England,Defence - Centre Back,right,2.25m,26,Aaron Lincoln,http://www.transfermarkt.co.uk//john-terry/profil/spieler/3160
Westley Nathan Morgan,32,Jamaica,Defence - Centre Back,right,1.88m,5,not informed,http://www.transfermarkt.co.uk//wes-morgan/profil/spieler/10003
Modou Secka Barrow,23,The Gambia,Midfield - Right Wing,right,1.88m,58,not informed,http://www.transfermarkt.co.uk//modou-barrow/profil/spieler/189070
Matthew Miazga,20,United States,Defence - Centre Back,right,1.88m,20,WMG,http://www.transfermarkt.co.uk//matt-miazga/profil/spieler/245893
Ezekiel David Fryers,23,England,Defence - Left-Back,left,1.88m,19,not informed,http://www.transfermarkt.co.uk//zeki-fryers/profil/spieler/141655
